cleaned_text,label
"10/ padahal seperti yang sudah dibahas, naturalisasi tidak sebatas urusan timnas indonesia. ada yang pindah kewarganegaraan karena urusan administrasi misalnya perkawinan. apakah dzumafo menjadi wni karena mau masuk timnas indonesia? jawabannya tidak.",0
"om , naturalisasi memang cara mudah untuk bentuk timnas yg kuat, tapi ini jangka pendek aja. saran : lebih baik meningkatkan kualitas kompetisi dalam negeri, terutama kompetisi di semua kelompok umur semoga sepakbola indonesia bisa lebih baik ke depannya. aamiin",2
"tujuan pesepakbola pasti ingin membela timnas, tapi kalau sudah berjuang tpi malah mementingkan pemain keturunan dan naturalisasi, ada berapa banyak pemain lokal yang kehilangan harapan?",0
kontribusi pemain naturalisasi selain pengalaman bermain adalah mencetak bibit unggul untuk timnas indonesia ke depan contoh e wes akeh,2
"orang ngomongin prestasi timnas lokal vs timnas naturalisasi, dikasih fakta malah sewot. yg gua katakan sampah bukan hanya pemain naturalisasi yg sekarang tapi juga dari masa lalu. kalau gak bisa baca gak usah sok komentar lah",0
kalo ada orang kayak gitu mah tanyain aja coba pemain naturalisasi di timnas sekarang ada berapa paling juga gakpaham mereka,0
yap betul. intinya pantau pemain keturunan untuk mendapat hak naturalisasi. namun biarkan mereka tetap main diluar bukan malah diminta main di liga 1 dulu . lihat kualitas lilipaly yang waktu medio 2014-2017 main di belanda/jepang hanya datang ketika agenda timnas saja.,0
"kenape pada brisik amat sih pemain timnas naturalisasi kaga boleh ke liga 1 , sejujurnya aje kita juga kaga terlalu pengen pemain timnas naturalisasi ke , selaen ribet kalo ada tc / fmd / event lain, lokalan juga masih banyak yang gak kalah bagus",2
"dia pasti ke timnas kok, kemarin dapat whatsapp dari orang dalam pssi. rencana akhir tahun ini dia akan datang ke indonesia dan melakukan proses naturalisasi nya. begitulah kira-kira isi mimpi saya tadi malam.",0
"pemain naturalisasi maupun pemain yg main di klub luar itu bagian dari strategi agar meningkatkan kemampuan timnas indonesia di satu sisi pembenahan klub liga liga lokal harus dilakukan juga , semua bagian dari menyiapkan bibit bibit unggul",2
"kalau menurut bung towel, program naturalisasi di era shin tae-yong masih belum berhasil membuat timnas berprestasi. kalian sepakat enggak? jangan lupa nonton live streaming diskusi turun minum di ig atau youtube gol ganti jam 13.30 wib nanti.",1
banyak”in naturalisasi di timnas senior nunjukin kalo emg sistem kelola sepakbola lokal kita dari grassroot masih ngaco wkwk,0
dulu selalu punya pikiran kalau pemain yang mau naturalisasi ke indonesia itu pada dasarnya sudah menyerah mengejar mimpi membela timnas aslinya.,0
"gw yakin bukan karena mereka nggak bisa di nasehati, tapi emang pemainnya sendiri udah 'ndablek', jadi buat dirtek indra sjafrie, pengurus pssi, dan pelatih timnas nggak usah lah anti keturunan atau naturalisasi, toh pemain lokal liga dagelan juga nggak bisa diharapkan .",0
"kalau timnas indonesia mau stabil berada di 8-15 besar afc, program naturalisasi: •harus berlangsung s/d thn 2180 •dimulai sejak timnas u-17 pssi erick thohir ratu tisha kitagaruda timnasindonesia kemenpora update score bola tvonenews",1
"media ngawur, kau kira pemimpin negara punya jasa besar dalam naturalisasi pemain timnas indonesia? lucu kebut naturalisasi timnas indonesia di era jokowi",0
timnas indonesia emang butuh naturalisasi kiper kayanya,2
"jka ketum orng2 pssi gk blunder ya gak bakal kek gni,mreka mikirnya asal peltih siapa saja pasti berhasil bawa timnas ,krena orng2 di pssi udah jumawa dgn timnas dgn alasan naturalisasi pemain yg bsa dbilang lmyan. eh gk taunya malaj bkin tim amburadul",0
"terima kasih atas 3 poinnya, garuda . kilas balik ketika saya mendukung program menpora pssi, dari kevin diks sampai ole romeny. terbukti naturalisasi berhasil dalam menaikkan ranking timnas kita. bismillah piala dunia .",2
"menyala ernando, berkat proses naturalisasi erick thohir kini timnas indonesia semakin keren permainan sepak bola ya terlihat sekali mental mereka pun kebentuk garudamendunia bang jay hokben finansial lebih baik aozora kataomoi nabilataqiyyah hokky ananda",2
sampai kapan naturalisasi pemain dilakukan timnas?,1
"kalo jordi amat jd main di liga 1, sebaiknya program naturalisasi di stop, udah jelas liga eropa itu lebih kompetitif dibanding liga lokal, sebenernya program naturalisasi ini program u/ timnas atau u/ klub sih",2
ada ex coach timnas indonesia yg dulu sempet harum namanya karena timnas racikannya dia berhasil menang padahal masih muda mengkomentari perihal menyanjung pemain naturalisasi gaboleh berlebihan dibanding pemain lokal supaya pemain lokal ga sakit hati,2
"dulu negara tetangga mengkritisi timnas indonesia, perihal banyaknya pemain timnas yang naturalisasi. skrg mereka menerapkan hal yang sama, dan indo murni 100% pemain lokal. w",0
"proyek naturalisasi timnas indonesia gemuk, bagaimana nasib bek lokal?",1
"ya makanya, naturalsisasi yg bener bener mau kontribusi ama timnas.. jan pemain kaga jelas lancar bener naturalisasi",0
perihal timnas indonesia. mengatakan bahwa sty perlu diapresiasi karena berani potong generasi lalu membandingkannya dgn pelatih sebelum2nya yg ga berani melakukan itu sedikit naif sih. gw pun kl dikasih kebebasan untuk naturalisasi pemain ya bakal fine2 aja potong generasi.,0
btw timnas indonesia hampir aja kok naturalisasi pemain brazil yang ga sesuai ketentuan fifa. bersyukur lima pemain itu batal. bayangin kalo itu terjadi wkwk,0
"bravo, bravo, tim sepak bola indonesia kalau dikelola dengan baik dan antara pemain dan pelatih kompak serta strategi yang jitu pasti akan menghasilkan yang kita harapkan bersama, sekali lagi bravo tim u23 indonesia, selamat datang pelatih naturalisasi sty, kami siap menerimamu",2
naturalisasi adalah opsi terakhir dalam membangun sepak bola indonesia. guebarengerickthohir,1
"sstuju, bagus itu, baiknya semua liga harus diseleksi ulang lewat liga antar kampung terus keatas liga antar kecamatan, antar kabupaten, antar provinsi dan akhirnya terbentuk liga nasional dan timnas ,shg tidk perlu lagi naturalisasi krn kita bisa jaring talenta dari bawah",2
"seharusnya pssi banyakin naturalisasi pemain-pemain yang mempunyai darah indonesia, gak harus di panggil ke timnas, paling nggak bisa membuat para pemain asli indonesia menjadi lebih termotivasi dan meningkatkan kemampuan agar posisinya di timnas tidak tergeser",2
"kalo pendapat gue nih ya, 10 pemain timnas indonesia itu menggunakan pemain naturalisasi aja, sisa 1 pemainnya baru menggunakan pemain lokal. karena kualitas pemain lokal kita dari zaman dulu selalu kurang baik, mau itu dari passing dan dribble yang buruk.",0
bapak sjafrie sjamsoeddin bapak menteri pertahanan indonesia terhormat bilangin sama bapak erick thohir pelatih timnas indonesia u23 coach bojan hodak luka mintak 8 pemain keturunan darah indonesia baru di naturalisasi dan jadi wni bela timnas indonesia dapat ktp ri paspor,1
sekalian presiden dan para menterinya naturalisasi untuk mempercepat indonesia bubar...,0
"timnas indonesia knp pusing2 pake wacana striker naturalisasi. ini ramadhan sananta finishingnya kyk erling haaland. blm lg ada hokky caraka, dimas drajat. balik lagi dikasi kesempatan ga ke tim senior?? klo teamnya bagus otomatis bomber2 lokal ini bagus.",2
"emang beda mas antara pemain naturalisasi keturunan, kebanyakan yang dipanggil itu pemain keturunan. naturalisasi memang banyak, rata2 karena sdh milih tinggal di indonesia, itupun yg ke timnas sedikit. kalau keturunan, dia harus milih, karena di sini menganut 1 kewarganegaraan",2
nga nyangka perkembangan timnas bagus banget. melawan korea aja nga ada takutnya. mainnya efektif udah kayak tim dunia lainnya. tiki taka satu dua operannya enak ditonton. biasanya pemain timnas suka bawa bola nga keruan. pemain naturalisasi juga bagus2 era sekarang!,2
"lah jd pemain keturunan afrika yang besar atau lahir di eropa tapi milih timnas asal leluhurnya di afrika ngelakuin itu karena duit bang? seriusan itu? baru tau saya, kalau kayak mbappe, pogba dll, dari sebelum sukses kan emang udah paspor prancis, jd bkn naturalisasi jg",0
masyarakat indonesia terbuai dengan pemain2 naturalisasi dgn embel2 naikin rank timnas pdhl mah petinggi2 pssi ngelakuin ini smua ya buat nutupin kebobrokan kinerja mreka dlm mengelola sepakbola indonesia dgn cara ngebagusin timnas semata2 branding doang. liga lokal? ancurrrrr,0
orang dia udah main di timnas senior juga nggak bakal bisa di naturalisasi secara federasi. hanya segelintir orang yang tak tahu ilmu tapi suka mencela padahal sesama warga indonesia juga. miris!,0
"kemauan pribadi pemain, kalo memang sesuai aturan hukum ya gak masalah karena udah haknya. gak semua naturalisasi itu buat timnas.",2
"pusat data nasional jebol! kalo pemain timnas prestasinya jebol bisa diganti pemain naturalisasi, apa salahnya sekarang menteri kominfo dan pejabat di atas yg menunjuknya juga dinaturalisasi?? setuju guys??",0
iya bener kasian sty downgrade harusnya timnas cocoknya minimal diisi 11 pemaen naturalisasi grade a.,0
naturalisasi karawaci ga ada manfaat untuk timnas.,0
"naturalisasi bukan istilah asing di telinga masyarakat indonesia. kemungkinan besar banyak yang bakal menjawab nama-nama pemain timnas sepak bola indonesia kalau mendengar kata itu. tidak salah sebab garuda memang punya banyak pemain naturalisasi, mulai dari jay idzes, sandy walsh, hingga emil audero. tapi, bukan hanya sepak bola, timnas basket indonesia pun juga diperkuat pemain-pemain naturalisasi. baca selengkapnya di link berikut:",2
"tijjani reijnders sempat dirumorkan saat ia masih main di alkamaar untuk di naturalisasi kan dan diharapkan bela timnas.dan gw gatau apakah ia emang punya darah indo,tetapi langsung diangkut milan dan pastinya jg susah untuk menyaingi timnas belanda next?",0
pantes naturalisasi pemain timnas aja kaga kelar kelar,0
jangan terlalu sombong .komentar nya yang sopan dan santun dan jangan menyinggung atau meremehkan timnas indonesia karena timnas indonesia jadi kebanggaan rakyat indonesia .klw tidak mau anak nya emil audero di naturalisasi oleh pssi.jawab dgn komentar sopan dan santun,2
"bukan sty bukan pk. semua ada andil masing2, tanpa sty timnas mungkin ga bakal cetak sejarah yang membuka jalan naturalisasi besar2an, tanpa pk mungkin om simon, dean, kevin, joey, miliano, mario, belum mau berpihak ke timnas, dan jadi regenerasi naturalisasi.",0
timnas indonesia tanpa pemain naturalisasi hanya mas mas biasa,1
"sudah kelewatan, saya jujur malu kalau starting xi timnas indonesia diisi full naturalisasi (diaspora adalah istilah pembenaran dari orang2 pssi yang tolol ngurus bola lokal).",0
"padahal pemain naturalisasi,diaspora sm pure local pred sama2 wni lho soalnya udh main pake jersey timnas bedanya pemain naturalisasi sm diaspora definitely skill, visi sm tactical knowledgemya lebih proper dripada lokal prad pred yg cmn bisa gocak gocek gajelas",0
"sebelum sty di phk , netizen sty tanpa naturalisasi bisa apa? coba balikan pertanyaan nya federasi tanpa pemain keturunan bisa apa??? bisa 10-0 di bantai bahrain !! jadi jangan merasa uda paling berhasil , federasi tugas nya mengurus sepak bola indonesia bukan cuma naturalisasi",0
maaf pak sibuk naturalisasi timnas indonesia untuk piala dunia 2026,1
"untuk naturalisasi kan haknya dia om, krn udah memenuhi uu... klo urusan timnas balik lagi nanti ke pelatihnya",1
"aji santoso sty sama sama belum kasih trofi tapi progressnya nyata tidak bergantung di 1 pemain, bahkan 1 formasi. cair whatever, tapi kita pernah berprestasi ketika dipegang pelatih lokal dan tanpa naturalisasi,indra sjafri, bima sakti ! pelatih lokal for timnas why not..",2
"setiap baca berita pasti nemu berita pssi akan naturalisasi si a, si b, dll.. serius tanya nih? erick thohir mau bentuk timnas indonesia atau mau bentuk timnas belanda versi asia!",1
"terima kasih kembali! video itu mungkin memicu diskusi soal pemain naturalisasi di timnas indonesia. meski mereka meningkatkan performa, starting xi full naturalisasi kecil kemungkinannya karena faktor keseimbangan tim dan dukungan fans. strategi saat ini cenderung gabungkan pemain lokal dan naturalisasi untuk sukses jangka pendek serta pengembangan jangka panjang.",2
"program naturalisasi menjamur di seluruh dunia, tetapi pssi menjadi contoh kasus terbaik. kebijakan jalan pintas itu berhasil mengangkat derajat timnas indonesia di level internasional",2
"serius nanya, di timnas bola ada brp jumlah pemain inti yang real asli indonesia bukan naturalisasi ?",1
"memang sih statusnya naturalisasi, tapi tetap sah2 saja kan bung, gilaa,giliran ada yg mau perjuangin timnas kita biar tidak di obok2 lagi,malah masih ada saja yg beginian jadi hilang respect sama bapak yang satu ini,bacot doang",0
langkah naturalisasi atau pemberian kewarganegaraan bagi pemain asing untuk memperkuat timnas indonesia merupakan kebutuhan jangka pendek.,1
"ga cm timnas sepak bola yg naturalisasi ternyata wkwkwkwk,",1
vini bisa gk yah di naturalisasi main buat timnas indonesia,1
pantes timnas sepakbola indonesia sukses banget. pemaennya hasil naturalisasi semuaaa... ngga ada pemaen lokal..,2
striker timnas indo tolol semu anjing! ngapain sih naturalisasi bek! naturalisasi striker!!!! dongo semua,0
"stop lah pake kata naturalisasi, pemain gasuka dengarnya, terlalu mengkotak-kotakkan timnas",0
"pantes indonesia ga dikasih juara di level international, suporter nya pada tamak semua padahal baru juara asia pertama kali. (database timnas full naturalisasi) cc:",0
sebenarnya banyak orang keren in real life yang you know lah keknya terpaksa dukung 02. mungkin demi pertahanin karir. saya pernah jumpa jubir 02 yang jago banget ngeloby + talent scouting buat naturalisasi pemain bola timnas. orangnya baik dan ramah banget.,2
"sekolah tinggi katanya kebutuhan tersier. sekolah ppds katanya makin mahal. ini solusinya menkes mau datangkan dokter asing, tiru naturalisasi ala timnas bola",1
"kalo ditanya mau jadi timnas mana turkiye, deutschland, apa indonesia. jawabannya deutschland wkwkwk. nanti jadi pemain timnas indonesia aja ya, gapapa main di club di deutschland tapi di naturalisasi jd pemain indo aja yakkk wkwkwk",2
"pernah membela timnas kelompok umur gini ngaruh ga si nanti ketika di naturalisasi jadi lebih sulit, kaya kasus ezra sama jairo",0
"timnas indonesia ga mau naturalisasi james ward-prowse??? asli madiun doi, kemampuan bola matinya lebih bagus dari beckham lagi sayang gapernah kepake sama inggris. mending buat timnas indo aja",0
"3rd gig of today (3/3). ngomongin penting gak penting pemain naturalisasi terutama untuk timnas indonesia bareng di youtube . btw, menurut lo... naturalisasi tuh perlu gak sih?",1
butuh berapa pemain keturunan + naturalisasi lagi biar timnas indonesia bisa berbicara di level dunia?,1
"pemain naturalisasi aslinya mereka ampas di negara domisili mereka, gak kepake di timnas sana kalah kualitas dengan pemain lokal sana, jadi mo aja gabung timnas indonesia asal dengan bayaran lumayan lah...",2
"membela talenta lokal jadi tulang punggung timnas garuda, tapi kalau setiap pertandingan selalu ribut begini, kapan pemain lokal bisa maju? udah bener crash prog dgn naturalisasi spy cepet naik kelas, ke kelas dunia.. yg lokal bisa jadi mma deh..",2
"yah risiko, buat yg lain ati2, tapi mayan biar calon pemain timnas nggak usah di naturalisasi ato minimal penyanyi dah",0
"berharap timnas diisi keturunan atau naturalisasi total aja deh. selain indonesian fa nya yg begitu, pengelolaan liganya begono, agar pemain lokal jg mulai aware lah bahwa klimaks karier pesepak bola selain trofi level klub jg dedikasi total untuk timnas.",2
"tuh akun kasi kritik ke eliano, rafael struick, dan jens raven yg sudah pilih main di susperleague padahal umur masih muda gak? kalo kagak berarti jelas akunnya penyepong pemain timnas naturalisasi final mampus",0
sepertinya emang cuma menang soal naturalisasi timnas sepak bola doang negera kita ini dibanding negara sebelah.,0
data apaan? juara taun 91 ? timnas naturalisasi ? emang ada? 1 skuad aja naturalisasi cuman 3 orang. itu bisa disebut timnas naturalisasi? kalo goblok dan bego itu kasih batas napa wkwkwk.,0
"setiap wna pengen jadi wni itu sah-sah aja selagi memenuhi peraturan, jangan pada berpikir kalo naturalisasi hanya untuk kepentingan timnas / klub, bisa aja dia udah nyaman tinggal di indonesia.",2
timnas indonesia naturalisasi mbappe njir,1
nasib pemain naturalisasi timnas indonesia dari dulu selalu nasibnya gak jelas. bahkan sekarang ada yg namanya terlupakan atau karna di indonesia lebih menguntungkan menjadi selebritis atau jadi ba produk di banding jadi atlet sepak bola. jadi buat apa di naturalisasi?,0
"cape juga liat tiap timnas tersingkir turnamen, muncul lah semua pengamat sepakbola yg lagi lagi bahas naturalisasi. cape ga sih? ga sadar diri grassroot dan liga kita emang masih sangat jelek?",0
suka timnas yang gak pake naturalisasi timnasday,2
"alema ngalam tiba2 bisa lolos dari degradasi, tadi sore tim brengsek itu dapet 2x pinalti. liga kontol, tim kontol. emang gak maju timnas kita kalo pemain-pemainnya diambil dari liga dagelan, dukung terus naturalisasi! jangan pernah pake pemain liga butut.",0
y di impikan striker naturalisasi y bisa memberikan kemenangan ternyata produk lokal y mampu hempaskan timnas arab saudi timnas | indonesia | juara,2
"dengan hanya seaba championship 1996 sebagai gelar juara yg pernah diraih timnas indonesia, maka iya marques naturalisasi pertama",1
datang lah ke indonesia dan naturalisasi jadi timnas garuda pensiun mu tak lengkap kalo belum juara aff,0
"imho, belum pernah ada sejarahnya timnas indonesia kayak sekarang. teknik oke..passing bagus. benar-benar bisa nerapin strategi pelatih. penguasaan bola bagus banget. fisik luar biasa. main cepet gak keliatan lelah. lepas dari naturalisasi, ada banyak pemain asli yg bagus di sana",2
"kalo ibaratnya pemain timnas sepakbola, dia itu pemain naturalisasi. cuma ya gitu mainnya jelek banget.",0
tidak mungkin seorang hamba mengabdi pada dua tuan alhamdulillah timnas belanda cabang konoha tersingkir v5si bukan kendaraan politik stop proyek naturalisasi,0
naturalisasi pemain untuk perkuat timnas indonesia itu wajar!,1
"oh ya kak jangan lupa, tag semua orang. yang bilang sedih/mengkritik, karena pemain timnas kita, banyak naturalisasi. saya juga menyayangkan terlalu banyak nya pemain naturalisasi, tapi kalo liga nya aja kayak gini, sepak bola indonesia mau nya gmn?",0
"pak jangankan dulu sekarang ini banyak talenta sepak bola anak bangsa yang putus harapannya untuk membela timnas kita, mereka yang berjuang dari piala dunia junior pupus harapan mereka untuk membela timnas senior kalah dengan yang naturalisasi",0
"timnas tertolong oleh pemain naturalisasi hari ini.mainnya kalah dengan uzbek , tapi ga papa sudah masuk",0
"dari 3 pertandingan awal, kita ga lebih buruk dari persib yang bertabur bintang timnas, naturalisasi dan asing mahal. ayolah, isok iku dipoles titik ngkas, strikermu lhooo.. tulung.",0
"tuh dibawah ada yg bilang naturalisasi gagal, pemain gabisa lari, siapa lagi kalo bukan si onoh emg gabisa bedain ezra lagi main buat timnas/persib, dari warna bajunya udah keliatan.",0
mungkin kepentingan (timnas) pssi jg 'nitip' pemain naturalisasi u23 di liga super terbaik sejagat raya.. *eh ngke dicarekan deui,0
sedang menunggu ciroalves otw naturalisasi timnas indonesia,1
saya tertarik membahas naturalisasi pemain asing di liga 1 pak . mereka sangat bermanfaat untuk meningkatkan level permainan klub dan meningkatkan level liga 1 di level asia. syukur-syukur bisa untuk timnas tp mereka difokuskan untuk meningkatkan level klub. (1),2
"maksudnya bgmn.?timnas garuda full pemain impor eredivisie belanda,sedangkan skuad iraq adalh pemain lokalan. mestinya timnas menang, hanya kurang beruntung.naturalisasi tdk ada manfaatnya.",0
"pemain yg mubazir di naturalisasi, impactnya nol besar utk sepak bola indonesia, stop naturalisasi batasin pemain asing di indonesia (minimal cm2/3) disetiap club indonesia, club2 indonesia hrs berani orbitin pemain muda atau atur regulasi buat liga 2 hrs pemain2 u21 smp u23 sj",0
"ngomong ngomong naturalisasi pemain buat timnas , nemu jackpot di seorang mees hilgers tuh. lagi dilirik psv eindhoven. sekarang main di fc twente. bakal menarik kalau sampe berhasil gaet ini pemain satu selain ragnar oeratmangoen. bukan ngga mungkin mees dilirik knvb juga.",2
timnas butuh naturalisasi asline,1
"untuk lolos ke piala dunia 2034, timnas indonesia bisa fokus pada: 1. pembinaan pemain muda melalui akademi dan kompetisi usia dini. 2. naturalisasi pemain keturunan berkualitas untuk perkuat skuad. 3. tingkatkan kualitas liga 1 agar pemain lokal lebih kompetitif. 4. kerja sama internasional untuk friendly match dan pelatih top. 5. manfaatkan slot afc yang bertambah (8-9 tim asia). dengan blueprint pssi dari erick thohir, konsistensi dan dukungan pemerintah kunci. semangat garuda!",2
"arti unprofessional yang disebut djenna de jong merujuk pada pengalaman buruk selama proses naturalisasi untuk bergabung dengan timnas wanita indonesia. ia tidak merinci, tapi memilih mundur karena merasa prosesnya tidak profesional. pssi menjelaskan bahwa djenna tidak direkomendasikan oleh pelatih satoru mochizuki, syarat wajib untuk naturalisasi. tanpa rekomendasi, prosesnya terhenti. publik terbagi: ada yang kritik pssi, ada yang dukung keputusan pelatih. belum ada detail lebih lanjut dari kedua pihak.",0
beginilah kalau timnas isinya pemain yg mainnya di liga iq 78. mending 23 pemain timnas senior naturalisasi semua tai,0
timnas ompong... berika kesempatan lebih kepada para penyerang lokal drpad penyerang asing/naturalisasi di liga,1
"dulu era thn 90 an timnas indonesia pemainnya ga pke trasi ..eh naturalisasi ,mnghapi kamboja udh mnjdi lumbung kemenangan telak .sekarang diisi pemain naturalisasi bdannya kekar2 mainnya biasa2 aja justru yg mncetak gol pmain lokal lionel messi kpn dinaturalisasikan pak..",0
saat bertanding timnas diperkuat 6 pemain naturalisasi.mungkin perlu 10 atau semuanya diisi naturalisasi.segera ke eropa.disana msh bnyk pemain bagus yg bisa jd wni. masih dgn sty?,2
pelawak nyambi pemain bal kebanggaane jogja jog! setuju naturalisasi trus main neng timnas?,0
"cc timnas korsel u17 dibentuk sejak dari kompetisi u10. timnas korsel tidak sibuk cari pemain naturalisasi timnas indonesia gmn, boss?",1
kira-kira seperti ini nanti komentar bung towel dan haters sty : “selama ini kan naturalisasi digemborkan dan yang dinaturalisasi adalah pemain belakang tapi masih aja kalah bola bola crossing. ini menunjukkan sty sudah gagal dalam melatih timnas dan layak dipecat”,0
ingin berkomentar mengenai timnas indonesia senior. saya sbgai pendukung timnas sngt setuju dg proyek naturalisasi yg dilakukan pssi. namun alangkah baiknya proyek ini dihentikan dulu setidaknya terakhir maret 2025. tujuannya jelas untuk menghargai semua pemain yg telah beejuang,1
ga realistis knp? emang timnas indonesia lebih jelek dibandingkan cina ama bahrain? udh cukup lah pake alasan klise trial di aff. di pra piala dunia ga usah pake alasan proses. kan udh banyak proses naturalisasi. kalo masih ga lolos jg ya pelatihnya yg ga bener,0
"selain naturalisasi gue juga ga pernah setuju kebijakan dia tc pemain yang lama, seharusnya pemain dapat menit bermain di klub bukan latihan doang di timnas.. tc eropa sana sini ujung ujungnya cuma main umpan ke dony terus insyaallah crossing",0
"untuk stefano lilipaly dan olija spasojevic tenaganya masih pernah dimanfaatkan shin tae-yong, tapi tidak dengan pemain-pemain naturalisasi lain",1
bagus-bagus ya naturalisasi timnas sepak bola? kalo naturalisasi hakim bisa gak? biar ada kejelasan soal kanjuruhan. atau semua polisi dan penegak hukum kualitasnya sama-sama aja? semoga tidak.,0
"dengan formasi 3-4-3. ketika 2 gelandang diisi pemain lokal gak nendang. mungkin karena di akademi, terbiasa pakai 3 gelandang. tapi pas timnas senior 2 gelandang masih bisa compete karena 2 gelandang tsb diisi pemain naturalisasi",2
"si et gajelas banget dah. dengan lu gak ngadain fmd buat timnas senior, bukannya bakal bikin pemain naturalisasi ragu ya? jadi proyek jangka panjang yg lu janjiin tuh apa? malah katanya rubah target pildun jadi ke tahun 2034? buset keburu tua itu para pemain etout erickout",0
"jangan pemain timnas mulu yg dinaturalisasi, sesekali boleh lah pengurus federasinya hasil naturalisasi juga",0
alhamdulillah terima kasih pak erick atas naturalisasi pemain timnas agar bisa bergabung dengan timnas indonesia. etmenterisolutif,1
kalo naturalisasi non permintaan timnas tidak dihentikan itu ada pemain asing lain di klfc soalnya romel morales mau dicalonkan jadi naturalisasi tp ga jadi.,0
"skuad shin tae young ini perpaduan pemain muda, keturunan naturalisasi ya mindos? cm knp liga 1 nya msh jalan kl timnas maen?",0
“mau nyerah atau fight back?!” maunya situ orang-orang dalam yang udah bertahun-tahun ada di organisasi mundur aja kalau timnas gagal ke piala dunia. gapapa proyek naturalisasi ini setop.,0
"duh, jadi kangen tapi setelah tau alasannya, mengingat sty baru mengangkat standar timnas dari segi fisik dan mental (itu pun dengan bantuan naturalisasi), sangat masuk akal kalau model permainan yang dipilih cenderung pragmatis - dan berhasil.",2
"lawan timor leste yg serumpun dng portugal, timnas sampai harus nurunin pemain naturalisasi ronaldo dan figo",1
naturalisasi bermasalah jadi inget sackie doe. udah pernah bela liberia 4x tp dinaturalisasi juga jadi wni. kayanya udah pasti ga bisa bela timnas kalo gitu ya,0
bisa gak komentator sepak bola indonesia di naturalisasi juga. hadeuhh,0
"selagi mnjbat,anak2 akamsi gak bakalan bisa masuk timnas senior. kini makin intens cari pemain eredivisie utk disewa mnjd timnas senior.dgn bungkus bernama naturalisasi,timnas memburu tiket piala dunia.jln pintas.",1
ada. jdi naturalisasi timnas taiwan,1
liga 1 putri sido pora? roadmap sepak bola indonesia ne ngendi? pembinaan grass root e ndi? mau sampai kapan ngandelin projek naturalisasi,1
"di era timnas indonesia penuh dengan naturalisasi instan memang mengalami kemajuan siginifikan di internasional. namun jadi semakin asing untuk mengenal pemain-pemain lokal di kompetisi domestik. dulu, rasanya sangat mudah untuk mengenal nama-nama pemain lokal di setiap klubnya.",2
"buat apa pembinaan usia dini? ribuan potensi anak muda tanpa kesempatan main di liga yang dipenuhi slot asing, timnas yang dipenuhi pemain naturalisasi dan pemain muda tidak diberi kompetisi domestik untuk menunjukkan kemampuan, mau dibawa kemana bibit pemain muda indonesia?",0
"mau lokal / luar sama aja, kalo gak dapat menit bermain yang cukup gak mungkin bisa tembus timnas. poinnya kan perbanyak kompetisi supaya pilihan masuk timnas juga banyak, mau org indonesia / naturalisasi sama aja.",0
"coach sty di naturalisasi aja pak , biar permanen jadi pelatih timnas indonesia, di pertandingan lawan australia sentuhan sty terlihat nyata, timnas bermain sangat menjanjikan, tingga finishing aja, nunggu striker sekelas benzema atau ivan zamorano !",2
ga boleh gitu. timnas indonesia tanpa naturalisasi cuma peringkat 170 an. dibanding arab udah beda 100 peringkat. memang masih jauh kualitas nya,0
hebat karena naturalisasi? tapi rapuh di dalam. sepak bola indonesia per... via timnasindonesia naturalisasi erickthohir pssi,1
msh cukup bagus buat memperkuat timnas senior merah putih kalo di naturalisasi,2
"beneran menjadikan sepakbola modal politik pribadi dia. toh nanti yg ngisi timnas jg pemain naturalisasi, masa bodoh dgn pembinaan dan kesempatan pemain lokal.",0
"timnas setelah era sty, gw kok ngerasa kasian sama pemain2 naturalisasi ya, sebecanda itu federasi dgn pengorbanan ganti paspor?",0
"tapi emang pas ngelatih filipin asli bagus banget ini orang, beneran deh lo boleh taruhan ama gue kalo ini orang nggak masuk timnas filipin nggak kayak sekarang meskipun 11 pemain naturalisasi semua. dari tahun 2002 bahkan 80an timnas filipin udh pake pemain naturalisasi",0
hhhhaaahhhh....hanya menang tipis 1 - 0 lawan timor leste lagi .... aduhhh...ternyata hanya segini kekuatan timnas u 23 jika tanpa pemain naturalisasi...kacau,0
nyesel enggak sih udah naturalisasi para pemain ini?,0
"pemain asingnya bagus + banyak pemain naturalisasi dan pemain keturunannya + pemain lokal kelas timnas, gak heran sih jadi op gitu disana",2
"inti dari komen anda itu ya di bagian hanya kita belum bla bla. terlepas dari jordi yg ke jdt, gue tau orang2 seperti anda ini anti naturalisasi. kata2 andalannya palingan, dari sekian banyak penduduk indonesia, masa ga ada yang bisa jadi pemain andalan timnas? klasik",0
"mereka berdarah indonesia, mereka lebih memilih negara asalnya karena lebih menjanjikan prestasi dan masa depan. mereka yakin dengan kualitas yang dimiliki untuk masuk standar timnas negaranya. itulah kenapa naturalisasi dalam konteks sepakbola indonesia delusional. cc",2
"iya lah ngapain u17 jadi juara juga, toh gakan jadi pemain timnas senior, itu udah jatah pemain naturalisasi.",0
"emang engga. tapi gak ada pemain naturalisasi yang dipanggil ke timnas, terakhir escudero yang dinaturalisasi dan dipanggil ke timnas (kel. umur).",0
"sampe asing bgt liat timnas kek beda vibesnya krna banyak pemain naturalisasi tapi balik lagi yg penting naik dulu, kalo ngurusin apa kata orang mah gak maju maju ...",0
"masalahnya cuma main dengan 10 pemain di awal. pas udah imbang 10-10 langsung bisa mengimbangi. padahal full lokal pemain muda, bisa ngelawan persib yang isinya pemain timnas, naturalisasi, sama pemain asing.",0
