cleaned_text,createdAt
"selama yg diurus dapet overglorifikasi adalah timnas senior putra (cara instan naturalisasi pula) instead of benerin sistem iklim sepakbola, selama itu pula gausah lolos :)",2025-06-09 09:48:59+00:00
gokil ya doi min foot apalagi kalo dia pengen naturalisasi keren deh timnas kita,2023-07-26 02:10:25+00:00
hai supporter china! negera kami gak akan punah karena timnas sepakbola kami banyak naturalisasi. negara kami akan punah jika tka asal china terus membanjir negeri kami dan menetap beranak pinak dinegeri kami.,2025-06-10 03:43:25+00:00
"yg ikutan nonton timnas cuma krn pemain naturalisasi gak diajak kak. sorry to say, kalo sty sebagus itu, dengan pemain yg dia panggil siapapun itu minimal dia bisa tembus final tiap aff. nyatanya? 1 kali final doang. tanpa pemain naturalisasi dia susah buat menang.t",2024-12-22 03:54:53+00:00
bisa buat naturalisasi starting ix timnas yg bisa jadi juara dunia.hahaha,2022-04-13 21:39:56+00:00
"kalau pelatih butuh naturalisasi tetap lanjut, gak mungkin pelatih milih secara acak untuk mencari pemain naturalisasi, jordi amat dipilih pasti karena dia punya kualitas, kita lihat saja seberapa berpengaruhnya jordi amat di timnas indonesia",2022-06-29 11:53:06+00:00
"dari namanya ines ta?, dia masih ada keturunan jawa, mending naturalisasi saja bela timnas main piala asia",2023-07-01 10:13:43+00:00
"semuanya lah! tbh, timnas yg sekarang di level asean aja keteteran. yok bisa yok naturalisasi",2021-06-14 08:13:36+00:00
"siapaaaaa kitaaaaa!!! londo londo!!!! naturalisasi kok sekampung londo digowo kabeh!!! bebenah dari a hingga z. kok masih sama penyakitnya. dari alif hingga yak.. kok samimawon. ga malu tah sama timnas kamboja,laos, jahe kencur, kunyit, sereh londo keok",2025-10-13 01:10:50+00:00
pemain timnas naturalisasi mana ini,2024-11-21 03:56:44+00:00
selamat kepada timnas indonesia u17 atas kemenangan melawan yaman..ini bukti tanpa pemain naturalisasi timnas u17 bisa masuk piala dunia u-17...selamat berjuang,2025-04-08 14:11:52+00:00
"kau tau tau hukum indo? elkan baggot itu tidak ada naturalisasi dari awal. dia dwi kewarganegaraan terbatas sebelum usia 21 tahun, paspor indo dan england. setelah umur 20 dia memutuskan paspor indo karena membela timnas indonesia. dia pure keturunan indonesia england.",2025-10-27 23:31:53+00:00
iya gpp deh iya kita apresiasi timnas berprestasi karena pemain naturalisasi usahanya yang mulia erick. tp balikin lagi sty dong.,2025-10-12 17:45:23+00:00
"kasian anak-anak muda yg sdh sepenuh hati bermain untuk timnas , malah dinyinyirin orangtua yg mau balik ke jaman kegelapan!! tuduhan pemain naturalisasi pegang paspor ganda sudah sampai ke telinga skuad timnas indonesia, jay idzes sempat terpancing (",2024-09-22 04:08:18+00:00
timnas plis naturalisasi gunwook,2024-07-10 16:58:17+00:00
"ada beberapa faktor: 1. naturalisasi waktu itu baru berjalan, bachdim gonzales bener2 buat pembeda banget 2. liga indonesia belum ada perpecahan, belum ada perpecahan di klub maupun federasi, euforia di liga juga bagus 3. timnas u-19 era evan dimas dkk",2021-12-19 06:23:14+00:00
"so far emg baru sandy walsh yg pindah jadi wni karena emg pure mau jadi pemain timnas, pemain naturalisasi yg lain kebanyakan ada udang dibalik bakwan",2022-06-25 11:35:19+00:00
"pastoor aja naik jadi pelatih. awal pilih patrick karena et akomodir pemain naturalisasi yg mayoritas dari belanda dgn alasan tak perlu adaptasi lagi, tapi pilihlah yang kompeten dan terbukti by data. strategi timnas kalau lawan berat main menunggu dan counter, pastoor cocok.",2025-10-16 05:48:56+00:00
"pelatih dan pemain kita yg dah jelas2 jago diganti pelatih asing, dipegang tae yong kita pernah menang ? contoh tuh u17 u20. pantes timnas kita gak pernah menang. buang2 duit aja! pemain naturalisasi pilih yg jago bukan yg banyak gaya! ngerti gak lo",2021-12-08 00:20:17+00:00
pembinaan g jalan: gara2 naturalisasi. gaji pemain telat: gara2 naturalisasi. streaming timnas ngelag: gara2 naturalisasi. jalan berlubang: gara2 naturalisasi. pokoknya semua gara2 naturalsasi.,2024-01-28 06:24:45+00:00
"kan dia udah jadi direktur teknis timnas pak bukan pelatih timnas lagi. dia yang harusnya ngurusin persoalan naturalisasi ini. pelatih tinggal terima beres. ini udah data statistik pemain di liga ga punya, pemain keturunan ga di urusin, tapi ngasih target tinggi ke sty",2021-06-06 06:57:32+00:00
"kayaknya pssi harus diisi tim scouting buat timnas dan rekomendasi buat naturalisasi, nanti mau dpanggil mau enggak kan terserah kebutuhan pelatih. yg penting bahan ada. pelatih tinggal olah. ibarat pelatih itu koki. kalau bahan makanan ga ada. apa yg dia mau olah?",2021-07-02 03:17:36+00:00
"diharapkan, dengan pemain naturalisasi, timnas indonesia wajib berprestasi. selengkapnya: timnasindonesia",2022-03-15 10:56:11+00:00
"haruna sumitro jelek! semua omongannya jelek! kecuali soal naturalisasi..aku ndukung omongan beliao..wkwkwk. entah naturalisasi dipaksakan, atau ada sedikit karena campuran darah indonesia. ingat, siapa terakhir striker timnas aseli wong indonesia? dedik? wkwkwk..",2022-01-17 03:13:10+00:00
kan ngerti dewe mbah.. naturalisasi timnas ujung2e kan orak prestasi timnas. tapi nggo munggahke jeneng. misale ketuane ganti jg durung tentu pemain timnas bakal kanggo mnh. soale biayane duwur to.,2025-11-18 08:23:20+00:00
"naturalisasi lagi, mas-mas ganteng ini akan memperkuat timnas u-20, di mei 2023 nanti. ivar jenner neneknya asal jember, dan justin hubner, turunan bandung-makassar. pokoknya yg berdarah indonesia ditarik semua sama untuk belain timnas. keren!",2022-11-10 13:40:05+00:00
ini yang pada di naturalisasi udah pasti masuk skuad timnas ya bre?,2022-04-14 05:07:12+00:00
sekarang timnas italia lebih sering naturalisasi pemain ya. jaman dulu mentok di mauro camoranesi doang.,2021-03-23 14:00:27+00:00
diatas 15 tahun yang lalu rangking indonesia di fifa jauh lebih baik artinya prestasi timnas saat ini tidak berguna karena tidak bisa melampaui masa dimana timnas di bangun tidak menggunakan pemain oplosan dalam modus naturalisasi.,2025-04-03 13:30:50+00:00
"ayo pak yunus, segera naturalisasi kevin diks sama sandy walsh, mereka lagi bagus-bagusnya...jangan hiraukan sang dirtek yg prestasinya kelas usia 19 thn aja, ingat kedua pemain itu bisa diambil timnas belgia atau belanda...",2021-08-13 23:36:22+00:00
"sepertinya gaya counter-attack cocok buat sepak bola indonesia. iklim panas dan budaya kolektif mendukung transisi cepat serta efisiensi energi. kesuksesan terbaru, seperti menang 2-0 lawan saudi arabia, nunjukin efektivitasnya, apalagi dengan pemain naturalisasi dari belanda yang bawa skill teknis.",2025-04-05 09:49:44+00:00
"naturalisasi timnas indonesia terbukti berhasil. saya usul agar pssi buat program perkawinan silang pria indo dengan wanita dari eropa, rusia/turki/korea/jepang agar anak2 nya jago main bola. saya siap jadi yg pertama ikut program tersebut.",2024-04-26 16:37:16+00:00
"apakah target selalu juara bung handuk?? apakah proses kemajuan buka terget?? emang sekarang masih fokus di timnas dan naturalisasi ingat, jabatan ketum cuma 5thn. mau mengurus gimana kalo yg difokuskan terlalu banyak harus pilih salah satu, nah ini pak et fokus timnas",2024-12-25 10:54:30+00:00
"bubarkan saja liga 1, timnas isi naturalisasi semua",2022-05-21 09:06:14+00:00
"serius ciro mau naturalisasi?? gakebayang kalo naturalisasi pas thn 2019an, mungkin gacor di timnas sumber: transferliga1",2025-11-07 03:44:29+00:00
percuma jika di timnas ada pemain kate' sebab kontra produktif dgn program naturalisasi pemain keturunan dari eropa... kata erick thohir usai patrick kluivert panggil 27 pemain timnas indonesia buat lawan kuwait dan lebanon,2025-08-22 13:11:23+00:00
iya yaa aneh juga kalo timnas isinya pemain naturalisasi semua...,2024-07-20 01:19:28+00:00
"yg perlu dicatat, timnas itu banyak naturalisasinya, mk kemenanganpun rasanya ga perlu glorifikasi yg berlebih hari ini jadi bukti, bhw timnas msh lemah. gw berharap timnas indonesia dpt lbh berjaya di kemudian hari dgn naturalisasi yg minimal jd glorifikasinya maksimal",2024-04-29 16:47:41+00:00
program naturalisasi pemain tidak otomatis mendongkrak prestasi. perlu pembenahan mendasar untuk membangun tim nasional sepak bola indonesia. tajukrencana adadikompas,2022-11-19 14:26:40+00:00
orang sini taunya orang cina ya orang cina. mana lah terpikir imigran atau naturalisasi (macam timnas aja) indonesia belum merdeka pun mereka udah ada kan,2025-10-26 12:42:48+00:00
"terimakasih investasi masa depan. federasi yukk bikin terobosan baru lagi untuk investasi jangka panjang timnas. regenerasi memang perlu, tetapi hak pemain naturalisasi berdarah indonesia juga mempunyai hak untuk membela negaranya. timnasday",2021-06-07 18:42:03+00:00
"isinya elitis, ga punya pendirian tegas, mencla mencle sama kasus kanjuruhan tapi percaya klo persepakbolaan lokal bisa berkembang lewat shortcut prestasi timnas dan naturalisasi.",2023-04-20 05:02:42+00:00
"berdasarkan analisis kondisi timnas indonesia pasca-gagal lolos piala dunia 2026, dengan skuad campuran lokal dan naturalisasi yang butuh rebuild mental serta taktik, shin tae-yong cocok karena rekam jejaknya sukses membangun tim ini sebelumnya. alternatif: erik ten hag, ahli strategi dan pengembangan pemain muda.",2025-10-16 06:12:02+00:00
"correct, a mungs. bahasan lanjutannya emang kesana (soal pemain naturalisasi ke timnas). yang sering kejadian malah cuma nambah slot foreign guys di klub.",2021-05-01 10:45:40+00:00
adakah efek positif atau manfaat dari adanya pemain asing yg di naturalisasi untuk timnas ? atau adanya pemain naturalisasi ini hanya untuk kepentingan klub2 lokal saja ? .ntizen yg budiman mungkin punya pandangan sendiri soal ini. .kalo kata uinkmah sih teu manfaat buat timnas,2021-07-22 05:51:51+00:00
apakah kita masih punya kebanggan pada timnas indonesia bila 2/3 pemainnya berasal dari naturalisasi ?,2023-01-12 00:56:14+00:00
mikir mo naturalisasi ke timnas garuda di bawahan asuhan sty...,2022-08-01 10:35:11+00:00
"yg ada tmbah gamau dia naturalisasi, peluang dia buat main ditimnas italia lebih besar klo bsa masuk inter, mana mau dia main di timnas wakanda",2023-08-08 05:05:49+00:00
"hr ini, hampir di smua kota di belanda, masyarakat keturunan maluku merayakan hari ulang tahun rms (republik maluku selatan) bbrp dr keturunan mrk, saat ini sdh kembali ke pangkuan indonesia lewat proses naturalisasi utk masuk timnas sepakbola indonesia anomali",2025-04-25 11:15:25+00:00
kita butuh banyak sekali atlet wna yang bersedia membela timnas ina sebagai wni ... naturalisasi,2021-02-19 22:04:32+00:00
tolong naturalisasi orang ini dan angkat jadiin sekjen atau exco. kita butuh orang seperti ini untuk meloloskan timnas ke piala dunia,2023-02-06 12:31:33+00:00
"bukannya beliau menolak untuk naturalisasi ke timnas ya? dan keluarganya pun tidak setuju buat balik ke indonesia, kok masih seakan di klaim?",2023-08-08 10:23:05+00:00
"sudah ku katakan dari awal, kau akan menyesal justin hubner, sebaiknya kau kembali ke inggris, lagipula timnas ini kan fokus ke piala dunia kan ? ngapain pakai pemain naturalisasi buat ajang receh ?",2024-11-26 09:54:19+00:00
ngurus naturalisasi dan timnas dia gaskan ngurus piala indonesia bahkan liga putri dia tak mau,2025-06-14 04:46:05+00:00
"sy pikir kita semua: pssi , presiden terlalu prematur over optimis, over confident kpd timnas garuda. hrs ada proses tdk ada yg instan spt makanan minuman. naturalisasi kita terlalu ambisius sdh pernah dikritik anggota dpr perempuan. sadarlah!",2025-06-10 17:58:35+00:00
"kalau ada yang ga terima siram aja mukanya pake air mendidih, biar sadar timnas kita tuh emang belum ada apa-apanya. apalagi harapannya udah setinggi langit ketujuh cuma gara gara naturalisasi",2025-03-23 14:53:12+00:00
"naturalisasi pemain dilakuin di semua negara, tujuannya buat bikin timnasnya bisa kompetitif dan bawa prestasi. kenapa pemain a mau main di negara b? chance pemain tsb main di timnas b lebih tinggi dibanding negara asalnya. apa aja faktornya?",2025-06-11 05:07:02+00:00
gini amat timnas yang naturalisasi gw,2022-05-28 02:50:44+00:00
namanya juga sipaling timnas (tim naturalisasi),2025-11-15 10:45:34+00:00
"gw juga heran sama pikiran lo, buat gw yang pernah liat essien, odemwingie, sissoko maen di liga indonesia aja liatnya biasa aja. ekpektasi lo buat naturalisasi emang beda bos bukan buat timnas tapi reguler maen di eropa. itu aja bedanya",2022-04-13 06:44:48+00:00
"permasalahin elkan ga dipanggil lagi ke timnas aja udah aneh... tiap pemain naturalisasi sudah siap terima resiko ga dipanggil ke timnas meskipun sudah pindah kewarganegaraan, lagi pula usia elkan masih muda banget masih panjang perjalanan dia",2024-12-27 15:35:32+00:00
"wajar kalau menyimak kebijakan menggunakan pemain naturalisasi oleh pssi, mengingat background pak sebagai businessman yang berorientasi ‘get things done’. bagaimanapun juga publik tanah air punya ekspektasi besar soal timnas garuda yang musti dideliver oleh .",2023-07-02 05:06:50+00:00
makin hukum salat makin tak pernah juara datangnya pemain naturalisasi kristen lah yg membuat timnas garuda berjaya sekarang,2024-04-28 23:23:23+00:00
"baiklah, sebagai rakyat indonesia, awak pasti bangga dengan pencapaian timnas baru-baru ini. tapi, gunakan pemain naturalisasi secara berlebihan boleh hilangkan akar asli dan jiwa kebangsaan, seperti curi shortcut yang rapuh. lebih baik bina talenta lokal untuk kejayaan tahan lama, daripada bergantung import—apa kata awak sebenar?",2025-10-13 09:17:15+00:00
"saya juga orang yang menolak keras, jangan terlalu banyak naturalisasi di bawak ke dalam tubuh sepak bola indonesia, setiap saya membicarakan tentang sty ratusan ribu buzzer yang nyerang saya. owalah pak pak",2024-09-27 01:44:49+00:00
gak semua naturalisasi itu untuk bela timnas indonesia bisa saja dia naturalisasi untuk kepentingan pribadi apalagi udh lebih dari 5 tahun tinggal di indonesia jadi sah2 saja mau naturalisasi jalur mandiri.,2025-04-29 02:17:04+00:00
udh siap di naturalisasi jadi pemain timnas..,2024-08-18 15:18:49+00:00
ada yg berpikir sama dgn gw kah? kalo yg dinyanyiin ini 11 12 dgn orang2 yang masih ngeributin soal naturalisasi di timnas indonesia?,2024-07-16 22:32:29+00:00
"hanya dengan menang lawan korea selatan, timnas indonesia memiliki 3 peluang untuk masuk olimpiade. tiga. tiga peluang yang harus dimenangkan. kalau masih ada yang gak suka karena tidak terima kasih, glorifikasi naturalisasi dan lain-lain. anda tolol, anda saya pastikan bodoh.",2024-04-26 14:27:53+00:00
"timnas sekarang isinya pemain lokal kualitas atas, pemain yg main di eropa, sama naturalisasi dg kemampuan top. semoga selepas ini lebih banyak pemain lokal main di liga luar.",2021-12-22 13:29:59+00:00
liat pak !!! 2 gol kemenangan indonesia di cetak oleh pemain lokal... jadi yg sebenarnya di butuhkan sepak bola indonesia keseriusan dalam pembinaan pemain usia muda bukan terus²an naturalisasi pemain keturunan,2024-11-19 18:21:39+00:00
dari pemain liga mereka juga ada banyak yang naturalisasi tapi sedikit tembus timnas. dan yang modelan cristian gonzales baru sekarang nguyen xuan son .,2024-12-23 07:45:57+00:00
"giliran timnas bola lagi mulai naik eh badminton terpuruk, masa iya perlu naturalisasi woi?",2025-07-18 15:10:12+00:00
"even kalau lo bandingin sama pemain naturalisasi kita di timnas, reijnders mukanya jauh lebih lokal",2024-06-16 13:14:07+00:00
"in shin tae yong we trust!! tebar ancaman dulu aja. walau secara permainan belum memuaskan namun dengan skuat muda, naturalisasi dan banyaknya pemain tampil di luar negeri, timnas pasti diperhitungkan lawan lawan di piala asia 2023. komentar kalian lob? bolalobfootball",2022-06-15 06:18:33+00:00
semoga yg masuk berkualitas. lihat liga 1 rasanya mau nangis. secara teknik dasar amburadul. timnas /sty memang harus naturalisasi pemain kalau mau main bagus,2023-08-01 18:25:43+00:00
"sabar sty, mereka akan memetik penyesalannya dikemudian hari. pelatih yg baru sesungguhnya utk timnas hindia belanda (naturalisasi) bukan timnas indonesia.",2025-01-16 05:39:26+00:00
"oke membicarakan masalah dilur fm yang lagi rame, tentang masalah fifa melarang naturalisasi. ini melarangnya di timnas indo aja atau gimana ? lama2 capek juga ngikutin sepakbola tanah air. lama2 ngikutin san marino challenge di dunia nyata ini wkwkw",2021-08-21 08:38:16+00:00
para pemain eropa yang merupakan keturunan indonesia kembali bertambah. semoga naturalisasi ini membawa timnas indonesia berjaya di asia dan mampu menembus piala dunia,2022-01-17 18:36:15+00:00
"cape verde juga menggunakan program naturalisasi untuk pemain timnasnya. tapi, ada pembeda yang bikin timnas tersebut akhirnya bisa lolos ke piala dunia 2026, yaitu konsistensi dengan pelatihnya. inibaruid",2025-10-15 04:35:24+00:00
"timnas bola kebanyakan naturalisasi, orang indo aslinya pada kemana ya",2023-04-18 01:00:54+00:00
tiang gawang di stadion qatar itu mampu menyelamatkan timnas indonesia dari kebobolan lebih banyak. apa perlu kita naturalisasi juga ?,2024-04-29 16:32:14+00:00
"marselino bukan pemain naturalisasi. dia lahir di jakarta, main buat timnas indonesia dari junior sampe senior. gak ada bukti dia punya kewarganegaraan ganda atau naturalisasi. jadi, dia asli indonesia, bukan dibenci, tapi fakta.",2025-04-06 14:22:10+00:00
"cari pemain grade a pun tak bisa instan, timnas indonesia dapat pemain naturalisasi berkualitas menunggu bertahun-tahun lamanya.",2024-12-11 12:43:51+00:00
setelah gagal total natiralisasi timnas kini wowo obok2 pimpinan bumn dengan naturalisasi keblingernya.. waspadalah.. penjajah kini leluasa masuk tanpa peperangan.. perjuanganmuberatkarnamelawanpengkhianat ghustisampunwayae,2025-10-21 10:20:04+00:00
"ya intinya emang gak serius aja ikutan turnamennya. gimana mau ngumpulin pemain2 terbaik, kalau tiap tim dibatas cuma bisa kirim 2 pemain ke timnas terus buat apa naturalisasi marc klok, spaso, dll?",2021-12-10 02:22:50+00:00
"bapak nya anak2 di timnas indon jaman naturalisasi blm tenar ya bang, alias mayoritas masih di huni lokal pride.",2023-02-01 16:39:46+00:00
"gw bingungnya disitu. kok terkesan terbalik prosesnya. brt klo skedar naturalisasi sgt gampang sbnarnya. yg jd masalah g bisa main di timnas. di berita utk walsh dan jordy pdhl baru ngajuin pindah aja terkesan sulit krn dokumennya kurang, mgkn krn negaranya bukan belanda kyk klok",2022-04-21 13:50:06+00:00
"fyi, pemain timnas prancis itu statusnya bukan naturalisasi, tapi memilih paspor, ada yg lahir, banyak yg besar juga di prancis. biasanya mereka lahir, sekolah sepakbola, memulai karir di prancis. terus baru abroad ke serie a, la liga atau epl, baru dipanggil ke timnas.",2024-11-25 08:25:02+00:00
"males nih sebenernya, boss teddy upload foto jersey timnas indo (pemain lokal / naturalisasi), sama nomor 4 (orang belanda ke-4) posting di pantai. marc klok posting dipantai juga. males ah berharap nnti di ceng ceng-in bade kamana kang?",2021-06-28 04:57:23+00:00
"timnas garuda memang banyak pakai pemain naturalisasi, terutama dari eropa, untuk cepat tingkatkan performa. mereka biasanya dari liga pro, jadi bayarannya bisa lebih mahal dibanding lokal. tapi, soal beban apbn, belum jelas angkanya—pssi yang atur dana, mungkin dari sponsor juga. strategi ini kontroversial, ada yang bilang abaikan talenta lokal.",2025-04-05 10:59:11+00:00
"sama seperti jordi amat, jika kemarin kevin diks jadi di naturalisasi kemungkinan akan menemui kendala seperti ini diks terkir kali membela timnas belanda saat usianya di atas 21 tahun pada 2018 tapi kalau lihat case munir kedua pemain di atas bisa membela timnas indonesia",2022-02-25 09:53:09+00:00
"suporter timnas indonesia lg diuji kesabarannya. dari luar diserang netizen negara tetangga yg lg pd nyenggol timnas. sementara di dalam diserang para bapak2 anti naturalisasi ngecap pendukung sty et sbg buzzer. makin tinggi, angin makin kencang garudamendunia timnasday",2024-09-28 05:09:14+00:00
"politik itu gak cuma masalah pemilu goblok! harga bbm, pajak, tarif listrik, biaya sekolah, usia pensiun, bpjs, harga gas, banyak konser artis internasional, naturalisasi pemain timnas, dsb itu ada intervensi politik nyet!! belajar yang banyak dulu baru ngomel!",2025-03-24 11:28:33+00:00
saya berharap ada yang melihat tulisan ini dan menyampaikannya ke bapak erick thohir bahwa saya memiliki usulan agar di semua kategori usia untuk timnas indonesia lebih baik menggunakan pemain naturalisasi dari seluruh penjuru dunia,2025-07-25 15:33:22+00:00
"harusnya pssi bikin kerjasama dengan mantan pemain indo seperti mereka ini untuk di jadikan scouting talent timnas indonesia dengan aspek yang memenuhi syarat bukan asal naturalisasi, contohnya svd, jvb, dll.",2021-06-04 13:59:07+00:00
akhirnya bakalan lihat timnas full lokal tanpa naturalisasi dan keturunan sejak 2009,2021-05-23 18:03:54+00:00
"pak tolong dibaca tweet ini. tidak ada yang instan dalam sepak bola. naturalisasi tidak selamanya menjadi solusi dan ada waktu dimana pemain tersebut tua, cedera, tidak bisa berlari lagi. pembinaan usia dini satu-satunya kunci menjaga asa timnas yg suistainable.",2024-11-19 16:46:15+00:00
"bisa banget benturin kayak gini setelah hasil buruk di aff, tolong lah buat anda yang punya akun dan mungkin orang lain jangan mengkotak-kotakkan, ya ini pemain timnas indonesia bukan pemain timnas naturalisasi atau pemain lokal, ya mereka bela bawa negara -",2024-12-21 17:30:55+00:00
pemain timnas prancis itu mereka di naturalisasi ya bang?,2023-04-17 14:35:42+00:00
yee kocaq wkwk akhirnya pecah jg suporter timnas lagi lagi masalah naturalisasi vs anti naturalisasi wkwk,2022-06-29 11:13:26+00:00
"naturalisasi mungkin bisa mengecilkan gap dalam periode singkat. namun, ini jelas bukan solusi jangka panjang. pembinaan, peningkatan kualitas liga, pengiriman pemain berkualitas ke liga yang kualitasnya lebih baik. plan pembangunan timnas berjenjang. perlu punya ini.",2024-01-28 13:11:50+00:00
"pemain keturunan di timnas indonesia senior selama ini (2010-24) semua lewat proses naturalisasi, kecuali irfan bachdim elkan baggott. mungkin saja klok ada bukti dokumen yg diajukan, tapi pastinya ditolak fifa, krna memang kejauhan kalau smpe 1630.",2024-03-30 12:31:57+00:00
timnas kalo diisi pemain naturalisasi pada protes kok timnas diisi pemain naturalisasi semua anak lokal gimana giliran pemain keturunan bela klub malah dibelain mati an aneh bet dah,2025-11-20 11:20:06+00:00
bagusnya naturalisasi aja semua pemain timnas indonesia,2024-12-16 08:13:36+00:00
"gonzales doang kayanya yg nga ya, tp klo menurut w naturalisasi jg nga begitu bagus ah buat timnas, buktinya ampe skrg gtgt aja aff aja nga prnh dpt",2021-09-06 09:35:43+00:00
"delano ladan gabung klub eerste divisie top oss menutup peluang timnas punya striker naturalisasi dalam waktu dekat. sudah 2,5 tahun coach sty cari striker tapi belum ketemu yang cocok.",2022-07-18 15:32:13+00:00
"sebenarnya udh takut awal liat adminnya ngerepost ini di akunnya karna msh banyak orang² yg salty. tapi, balik lg ini akun dia hak milik dia, mau gimana lg. thank you admin timnas udah ikut senang liat jersey timnas indonesia dipake sm sungchan. what if beneran di naturalisasi",2025-06-22 14:06:39+00:00
pak gimana ini pak? apa mereka sudah naturalisasi jadi pemain timnas menggantikan justin hubner?,2025-03-27 14:19:05+00:00
"timnas indonesia perlu ditingkatkan agar kompetisi terdongkrak lebih baik, caranya? naturalisasi pemain!",2022-03-10 09:45:05+00:00
"sudah susah² naturalisasi malah yg diharapkan jadi penyerang utama timnas memilih uang daripada kompetisi yg ketat, yg bisa mengasah kemampuannya",2025-07-22 08:31:23+00:00
apakah timnas pssi u17 ini bebas dari pemain naturalisasi (murni pemain lokal indonesia) atau masih menggunakan pemain naturalisasi seperti timnas asuhan patrick kluivert - saya justru bangga kepada mereka para pemain lokal indonesia tanpa mengikut sertakan naturalisasi hening,2025-04-11 01:21:15+00:00
"terserah orang bilang aku ga ngerti bola, toh kalo nonton bola aku ngantuk, tapi timnas itu beda! dan konsep timnas di kepala ku ga gini wkwkw, naturalisasi is getting out of hand",2025-06-11 03:54:41+00:00
"kalau mau jujur ya. memang institusi polri itu sudah bobrok, dan harus di benahi. macam timnas indonesia jika tak ngambil pemain naturalisasi, mungkin gak akan pernah berprestasi. penyakitnya sudah mengakar. hobi",2024-11-26 13:54:55+00:00
"pertanyaan iseng, tapi serius kalo misalnya timnas indonesia lolos ke piala dunia 2026, tapi starting xi-nya semuanya pemain naturalisasi/diaspora, how do you feel?",2025-01-17 11:50:51+00:00
"timnas indonesia lebih condong ke diaspora daripada bule murni. mayoritas pemain naturalisasi seperti sandy walsh, thom haye, atau jay idzes punya garis keturunan indonesia (orang tua atau kakek-nenek), sehingga memenuhi syarat fifa via ancestry, bukan impor asing tanpa hubungan darah. strategi ini efektif naikkan level timnas, meski tetap ada kritik soal identitas lokal. bule tanpa ties seperti kasus minor, fokus utama diaspora untuk talenta eropa.",2025-10-18 16:21:26+00:00
"maksudnya untuk di timnas pake naturalisasi , gak ada gunanya. lebih bagus era 2004 sebelum mulai mulai ada naturalisasi era gonzales dan irfan bachdim yang masuk di 2010",2021-08-18 11:31:51+00:00
rvp bukan darah indonesia. radja pernah bilang kalo dia gak tau kebijakan naturalisasi di pssi itu ada. sisanya ya itu soal hak pribadi milih timnas mana. naturalisasi delusional? ente ribet!!! negara eropa langganan pildun juga ada yang naturalisasi pemain buat masuk timnas.,2021-12-01 22:05:48+00:00
"belanda aja, biar hubner main timnas indo di databas naturalisasi kita aja",2023-03-22 10:56:26+00:00
"“pau torres hebat ga? pau cubarsi hebat ga? pedro porro hebat ga? sayang ga nanti bek timnas kita di isi pemain naturalisasi seperti laporte dan normand?” ucap sergio towel, pengamat sepak bola spanyol",2024-07-09 08:08:25+00:00
dukung timnas semenjak naturalisasi selebgram kan? wkwkwk l football knowledge,2025-11-06 14:25:55+00:00
"naturalisasi kan untuk bantu klub dalam regulasi pemain asing | untuk timnas kaya nya udah jarang, kalo prestasi timnas senior no comment",2021-08-18 11:29:16+00:00
"naturalisasi banyak, tc ke luar negeri rutin, staf pelatih pilihan sendiri. percayaproses-nya sty ini diberi banyak kemudahan, jadi wajar kalau ada yang demand lebih dari sekadar main bagus alias prestasinya mana?. kayaknya cuma sty pelatih timnas yg dapet privelege ini.",2023-12-30 07:21:36+00:00
"dih lu liat juga konteksnya sty kan memang ada kerjasama sama dia untuk memajukan sepak bola indonesia, katanya mau stop naturalisasi tapi kok elu gak mendukung sih, aneh banget demi kemajuan sepak bola indonesia jg kali",2024-11-21 13:08:41+00:00
"gw gak bilang gak mau, cuman kalo terus2an naturalisasi bubarin aja pembinaan, pulangin garuda select dll, masalah rank fifa bukannya indo selalu turun harapan sih pssi yang bersih transparan ~ kompetisi yang sehat dan ketat ~ timnas yang kuat, berharap doang sih",2021-08-09 02:17:44+00:00
gaji pemain naturalisasi timnas indonesia berapa yaah?,2024-09-28 03:51:41+00:00
timnas+pemain naturalisasi+shin tae yong = wonderfull,2021-12-15 14:47:24+00:00
"kita flashback ke 5 tahun yang lalu saat debut sty pertama kali melatih timnas. 29 mei 2021 timnas bertemu oman dalam sebuah laga ujicoba dan kalah 1-3. setelah itu, program naturalisasi terus bergulir. beberapa pemain top membela timnas indonesia. bolalobfootball",2025-03-24 04:56:50+00:00
"secara peraturan kalo mereka mau main harus lewat jalur naturalisasi biasa, menetap 5 tahun dulu baru boleh masuk timnas sana.",2025-11-18 23:23:38+00:00
"itu timnas kenapa pada pemain naturalisasi deh, udah abis orang indonesia rupanya? timnas = tim naturalisasi",2024-03-28 12:48:57+00:00
"biasanya rewatch tmg, trus nadia omara, hirotada, ken grat, pebbie lieyanti, dianxi xioage, shanty di china, tarawoni, kimbab fam, bianca kartika, arsy channel, sama highlight match real madrid, timnas indonesia, trus interview pemain2 naturalisasi di channel yussa nugraha",2024-05-26 03:49:40+00:00
"kalau kita berkaca dari naturalisasi pemain keturunan yg bersumbangsih pada positifnya performa timnas bola di asian cup, sudah saatnya pemerintah juga melakukan “naturalisasi” kebijakan yg satu ini demi mencegah kerusakan alam yg lebih parah di tanah air. foto: afc",2024-04-26 12:56:28+00:00
"indra sjafri aja yg latih udah, kurangi tc banyakin naturalisasi kl indra nya gamau dan milih local pride yaudah ikhlasin aja kl misalnya timnas indo balik ke setelan pabrik, kita nonton liga eropa aja gaes.",2023-02-04 08:24:36+00:00
